CN,PLT_CN,PREV_SBP_CN,INVYR,STATECD,UNITCD,COUNTYCD,PLOT,SUBP,SUBP_STATUS_CD,POINT_NONSAMPLE_REASN_CD,MICRCOND,SUBPCOND,MACRCOND,CONDLIST,SLOPE,ASPECT,WATERDEP,P2A_GRM_FLG,CREATED_DATE,MODIFIED_DATE,CYCLE,SUBCYCLE,ROOT_DIS_SEV_CD_PNWRS,NF_SUBP_STATUS_CD,NF_SUBP_NONSAMPLE_REASN_CD,P2VEG_SUBP_STATUS_CD,P2VEG_SUBP_NONSAMPLE_REASN_CD,INVASIVE_SUBP_STATUS_CD,INVASIVE_NONSAMPLE_REASN_CD,CROWN_CLOSURE_ME_NERS,GROUND_TRAN_PTS_BARE_RMRS,GROUND_TRAN_PTS_CRYP_RMRS,GROUND_TRAN_PTS_DEV_RMRS,GROUND_TRAN_PTS_LICHEN_RMRS,GROUND_TRAN_PTS_LITTER_RMRS,GROUND_TRAN_PTS_MOSS_RMRS,GROUND_TRAN_PTS_NOTSAMP_RMRS,GROUND_TRAN_PTS_OTHER_RMRS,GROUND_TRAN_PTS_PEIS_RMRS,GROUND_TRAN_PTS_ROAD_RMRS,GROUND_TRAN_PTS_ROCK_RMRS,GROUND_TRAN_PTS_TRIS_RMRS,GROUND_TRAN_PTS_VEG_RMRS,GROUND_TRAN_PTS_WATER_RMRS,GROUND_TRAN_PTS_WOOD_RMRS,PREV_STATUSCD_RMRS,ROOTSEVCD_RMRS
164361618010661,122556785010661,,2007,44,1,3,195,2,2,,1,1,,,,,,,2008-09-02 09:52:19,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
164361412010661,122556737010661,,2007,44,1,3,184,3,1,,2,2,,,0,0,0.0,,2008-09-02 09:52:18,2019-07-18 09:38:35,5,5,,,,,,1,,,,,,,,,,,,,,,,,,,
164361413010661,122556737010661,,2007,44,1,3,184,4,2,,1,1,,,,,,,2008-09-02 09:52:18,2019-07-18 09:38:35,5,5,,,,,,2,,,,,,,,,,,,,,,,,,,
164361617010661,122556785010661,,2007,44,1,3,195,1,2,,1,1,,,,,,,2008-09-02 09:52:19,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
164361619010661,122556785010661,,2007,44,1,3,195,3,2,,1,1,,,,,,,2008-09-02 09:52:19,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
164361620010661,122556785010661,,2007,44,1,3,195,4,2,,1,1,,,,,,,2008-09-02 09:52:19,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
164361539010661,122556715010661,,2007,44,1,3,231,1,2,,1,1,,,,,,,2008-09-02 09:52:19,2019-07-18 09:38:35,5,5,,,,,,2,,,,,,,,,,,,,,,,,,,
164361540010661,122556715010661,,2007,44,1,3,231,2,2,,1,1,,,,,,,2008-09-02 09:52:19,2019-07-18 09:38:35,5,5,,,,,,2,,,,,,,,,,,,,,,,,,,
164361541010661,122556715010661,,2007,44,1,3,231,3,2,,1,1,,,,,,,2008-09-02 09:52:19,2019-07-18 09:38:35,5,5,,,,,,2,,,,,,,,,,,,,,,,,,,
164361542010661,122556715010661,,2007,44,1,3,231,4,2,,1,1,,,,,,,2008-09-02 09:52:19,2019-07-18 09:38:35,5,5,,,,,,2,,,,,,,,,,,,,,,,,,,
164361429010661,122556709010661,,2007,44,1,3,233,1,2,,1,1,,,,,,,2008-09-02 09:52:18,2019-07-18 09:38:35,5,5,,,,,,2,,,,,,,,,,,,,,,,,,,
164361430010661,122556709010661,,2007,44,1,3,233,2,2,,1,1,,,,,,,2008-09-02 09:52:18,2019-07-18 09:38:35,5,5,,,,,,2,,,,,,,,,,,,,,,,,,,
164361431010661,122556709010661,,2007,44,1,3,233,3,2,,1,1,,,,,,,2008-09-02 09:52:18,2019-07-18 09:38:35,5,5,,,,,,2,,,,,,,,,,,,,,,,,,,
164361432010661,122556709010661,,2007,44,1,3,233,4,2,,1,1,,,,,,,2008-09-02 09:52:18,2019-07-18 09:38:35,5,5,,,,,,2,,,,,,,,,,,,,,,,,,,
164361679010661,122556799010661,,2007,44,1,3,325,1,2,,1,1,,,,,,,2008-09-02 09:52:19,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
164361680010661,122556799010661,,2007,44,1,3,325,2,2,,1,1,,,,,,,2008-09-02 09:52:19,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
164361681010661,122556799010661,,2007,44,1,3,325,3,2,,1,1,,,,,,,2008-09-02 09:52:19,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
164361682010661,122556799010661,,2007,44,1,3,325,4,2,,1,1,,,,,,,2008-09-02 09:52:19,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
164361688010661,122556675010661,,2007,44,1,3,327,1,2,,1,1,,,,,,,2008-09-02 09:52:19,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
164361689010661,122556675010661,,2007,44,1,3,327,2,2,,1,1,,,,,,,2008-09-02 09:52:19,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
164361690010661,122556675010661,,2007,44,1,3,327,3,2,,1,1,,,,,,,2008-09-02 09:52:19,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
164361691010661,122556675010661,,2007,44,1,3,327,4,2,,1,1,,,,,,,2008-09-02 09:52:19,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
164361734010661,122556769010661,,2007,44,1,5,44,1,1,,1,1,,,9,273,0.0,,2008-09-02 09:52:19,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
164361735010661,122556769010661,,2007,44,1,5,44,2,1,,1,1,,,7,267,0.0,,2008-09-02 09:52:19,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
164361736010661,122556769010661,,2007,44,1,5,44,3,1,,1,1,,,7,255,0.0,,2008-09-02 09:52:19,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
164361737010661,122556769010661,,2007,44,1,5,44,4,1,,1,1,,,9,272,0.0,,2008-09-02 09:52:19,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
164361723010661,122556663010661,,2007,44,1,5,287,1,3,2,1,1,,,,,,,2008-09-02 09:52:19,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
164361724010661,122556663010661,,2007,44,1,5,287,2,3,2,1,1,,,,,,,2008-09-02 09:52:19,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
164361725010661,122556663010661,,2007,44,1,5,287,3,3,2,1,1,,,,,,,2008-09-02 09:52:19,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
164361726010661,122556663010661,,2007,44,1,5,287,4,3,2,1,1,,,,,,,2008-09-02 09:52:19,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
164361698010661,122556731010661,,2007,44,1,5,313,1,1,,1,1,,,0,0,0.0,,2008-09-02 09:52:19,2019-07-18 09:38:35,5,5,,,,,,1,,,,,,,,,,,,,,,,,,,
164361699010661,122556731010661,,2007,44,1,5,313,2,2,,2,2,,,,,,,2008-09-02 09:52:19,2019-07-18 09:38:35,5,5,,,,,,2,,,,,,,,,,,,,,,,,,,
164361700010661,122556731010661,,2007,44,1,5,313,3,1,,1,1,,,0,0,0.0,,2008-09-02 09:52:19,2019-07-18 09:38:35,5,5,,,,,,1,,,,,,,,,,,,,,,,,,,
164361701010661,122556731010661,,2007,44,1,5,313,4,1,,1,1,,,0,0,0.0,,2008-09-02 09:52:19,2019-07-18 09:38:35,5,5,,,,,,2,,,,,,,,,,,,,,,,,,,
164361805010661,122556807010661,,2007,44,1,5,317,1,2,,1,1,,,,,,,2008-09-02 09:52:19,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
164361806010661,122556807010661,,2007,44,1,5,317,2,2,,1,1,,,,,,,2008-09-02 09:52:19,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
164361807010661,122556807010661,,2007,44,1,5,317,3,2,,1,1,,,,,,,2008-09-02 09:52:19,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
164361808010661,122556807010661,,2007,44,1,5,317,4,2,,1,1,,,,,,,2008-09-02 09:52:19,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
164361832010661,122556667010661,,2007,44,1,5,329,1,2,,1,1,,,,,,,2008-09-02 09:52:19,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
164361833010661,122556667010661,,2007,44,1,5,329,2,2,,1,1,,,,,,,2008-09-02 09:52:19,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
164361834010661,122556667010661,,2007,44,1,5,329,3,2,,1,1,,,,,,,2008-09-02 09:52:19,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
164361835010661,122556667010661,,2007,44,1,5,329,4,2,,1,1,,,,,,,2008-09-02 09:52:19,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
164361814010661,122556795010661,,2007,44,1,5,331,1,2,,1,1,,,,,,,2008-09-02 09:52:19,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
164361815010661,122556795010661,,2007,44,1,5,331,2,2,,1,1,,,,,,,2008-09-02 09:52:19,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
164361816010661,122556795010661,,2007,44,1,5,331,3,2,,1,1,,,,,,,2008-09-02 09:52:19,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
164361817010661,122556795010661,,2007,44,1,5,331,4,2,,1,1,,,,,,,2008-09-02 09:52:19,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
164361823010661,122556793010661,,2007,44,1,5,349,1,2,,1,1,,,,,,,2008-09-02 09:52:19,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
164361824010661,122556793010661,,2007,44,1,5,349,2,2,,1,1,,,,,,,2008-09-02 09:52:19,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
164361825010661,122556793010661,,2007,44,1,5,349,3,2,,1,1,,,,,,,2008-09-02 09:52:19,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
164361826010661,122556793010661,,2007,44,1,5,349,4,2,,1,1,,,,,,,2008-09-02 09:52:19,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
164361796010661,122556665010661,,2007,44,1,5,353,1,2,,1,1,,,,,,,2008-09-02 09:52:19,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
164361797010661,122556665010661,,2007,44,1,5,353,2,2,,1,1,,,,,,,2008-09-02 09:52:19,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
164361798010661,122556665010661,,2007,44,1,5,353,3,2,,1,1,,,,,,,2008-09-02 09:52:19,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
164361799010661,122556665010661,,2007,44,1,5,353,4,2,,1,1,,,,,,,2008-09-02 09:52:19,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
164361787010661,122556805010661,,2007,44,1,5,354,1,2,,1,1,,,,,,,2008-09-02 09:52:19,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
164361788010661,122556805010661,,2007,44,1,5,354,2,2,,1,1,,,,,,,2008-09-02 09:52:19,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
164361789010661,122556805010661,,2007,44,1,5,354,3,2,,1,1,,,,,,,2008-09-02 09:52:19,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
164361790010661,122556805010661,,2007,44,1,5,354,4,2,,1,1,,,,,,,2008-09-02 09:52:19,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
164361961010661,122556671010661,,2007,44,1,7,2,1,2,,1,1,,,,,,,2008-09-02 09:52:20,2019-07-18 09:38:35,5,5,,,,,,2,,,,,,,,,,,,,,,,,,,
164361962010661,122556671010661,,2007,44,1,7,2,2,2,,1,1,,,,,,,2008-09-02 09:52:20,2019-07-18 09:38:35,5,5,,,,,,2,,,,,,,,,,,,,,,,,,,
164361963010661,122556671010661,,2007,44,1,7,2,3,2,,1,1,,,,,,,2008-09-02 09:52:20,2019-07-18 09:38:35,5,5,,,,,,2,,,,,,,,,,,,,,,,,,,
164361964010661,122556671010661,,2007,44,1,7,2,4,2,,1,1,,,,,,,2008-09-02 09:52:20,2019-07-18 09:38:35,5,5,,,,,,2,,,,,,,,,,,,,,,,,,,
164362422010661,122556753010661,,2007,44,1,7,22,1,1,,1,1,,,10,195,0.0,,2008-09-02 09:52:20,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
164362324010661,122556789010661,,2007,44,1,7,34,1,1,,1,1,,,6,110,0.0,,2008-09-02 09:52:20,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
164362423010661,122556753010661,,2007,44,1,7,22,2,1,,1,1,,,7,160,0.0,,2008-09-02 09:52:20,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
164362424010661,122556753010661,,2007,44,1,7,22,3,1,,1,1,,,10,223,0.0,,2008-09-02 09:52:20,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
164362425010661,122556753010661,,2007,44,1,7,22,4,1,,1,1,,,15,169,0.0,,2008-09-02 09:52:20,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
164362325010661,122556789010661,,2007,44,1,7,34,2,1,,1,1,,,5,125,0.0,,2008-09-02 09:52:20,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
164362326010661,122556789010661,,2007,44,1,7,34,3,1,,1,1,,,7,92,0.0,,2008-09-02 09:52:20,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
164362327010661,122556789010661,,2007,44,1,7,34,4,1,,1,1,,,30,85,0.0,,2008-09-02 09:52:20,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
164362563010661,122556741010661,,2007,44,1,7,70,1,2,,1,1,,,,,,,2008-09-02 09:52:21,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
164362564010661,122556741010661,,2007,44,1,7,70,2,2,,1,1,,,,,,,2008-09-02 09:52:21,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
164362565010661,122556741010661,,2007,44,1,7,70,3,2,,1,1,,,,,,,2008-09-02 09:52:21,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
164362566010661,122556741010661,,2007,44,1,7,70,4,2,,1,1,,,,,,,2008-09-02 09:52:21,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
164362573010661,122556743010661,,2007,44,1,7,76,1,2,,1,1,,,,,,,2008-09-02 09:52:21,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
164362574010661,122556743010661,,2007,44,1,7,76,2,2,,1,1,,,,,,,2008-09-02 09:52:21,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
164362575010661,122556743010661,,2007,44,1,7,76,3,2,,1,1,,,,,,,2008-09-02 09:52:21,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
164362576010661,122556743010661,,2007,44,1,7,76,4,1,,2,2,,,0,0,0.0,,2008-09-02 09:52:21,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
164362024010661,122556713010661,,2007,44,1,7,82,1,3,2,1,1,,,,,,,2008-09-02 09:52:20,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
164362025010661,122556713010661,,2007,44,1,7,82,2,3,2,1,1,,,,,,,2008-09-02 09:52:20,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
164362026010661,122556713010661,,2007,44,1,7,82,3,3,2,1,1,,,,,,,2008-09-02 09:52:20,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
164362027010661,122556713010661,,2007,44,1,7,82,4,3,2,1,1,,,,,,,2008-09-02 09:52:20,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
164362201010661,122556761010661,,2007,44,1,7,83,1,1,,1,1,,,17,65,0.1,,2008-09-02 09:52:20,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
164362202010661,122556761010661,,2007,44,1,7,83,2,1,,1,1,,,10,65,0.1,,2008-09-02 09:52:20,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
164362203010661,122556761010661,,2007,44,1,7,83,3,1,,1,1,,,20,77,0.1,,2008-09-02 09:52:20,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
164362204010661,122556761010661,,2007,44,1,7,83,4,1,,1,1,,,15,62,0.1,,2008-09-02 09:52:20,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
164362596010661,122556745010661,,2007,44,1,7,88,1,1,,1,1,,,16,155,0.0,,2008-09-02 09:52:21,2019-07-18 09:38:35,5,5,,,,,,1,,,,,,,,,,,,,,,,,,,
164362597010661,122556745010661,,2007,44,1,7,88,2,1,,1,1,,,20,55,0.0,,2008-09-02 09:52:21,2019-07-18 09:38:35,5,5,,,,,,1,,,,,,,,,,,,,,,,,,,
164362598010661,122556745010661,,2007,44,1,7,88,3,1,,1,1,,,14,70,0.0,,2008-09-02 09:52:21,2019-07-18 09:38:35,5,5,,,,,,1,,,,,,,,,,,,,,,,,,,
164362599010661,122556745010661,,2007,44,1,7,88,4,1,,1,1,,,11,93,0.0,,2008-09-02 09:52:21,2019-07-18 09:38:35,5,5,,,,,,1,,,,,,,,,,,,,,,,,,,
164362191010661,122556727010661,,2007,44,1,7,95,1,2,,1,1,,,,,,,2008-09-02 09:52:20,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
164362192010661,122556727010661,,2007,44,1,7,95,2,2,,1,1,,,,,,,2008-09-02 09:52:20,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
164362193010661,122556727010661,,2007,44,1,7,95,3,2,,1,1,,,,,,,2008-09-02 09:52:20,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
164362194010661,122556727010661,,2007,44,1,7,95,4,2,,1,1,,,,,,,2008-09-02 09:52:20,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
164362035010661,122556705010661,,2007,44,1,7,99,1,1,,1,1,,,5,33,0.0,,2008-09-02 09:52:20,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
164362036010661,122556705010661,,2007,44,1,7,99,2,1,,1,1,,,5,37,0.0,,2008-09-02 09:52:20,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
164362037010661,122556705010661,,2007,44,1,7,99,3,1,,1,1,,,9,10,0.0,,2008-09-02 09:52:20,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
164362038010661,122556705010661,,2007,44,1,7,99,4,1,,1,1,,,0,0,0.0,,2008-09-02 09:52:20,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
164361908010661,122556703010661,,2007,44,1,7,108,1,3,2,1,1,,,,,,,2008-09-02 09:52:20,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
164361909010661,122556703010661,,2007,44,1,7,108,2,3,2,1,1,,,,,,,2008-09-02 09:52:20,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
164361910010661,122556703010661,,2007,44,1,7,108,3,3,2,1,1,,,,,,,2008-09-02 09:52:20,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
164361911010661,122556703010661,,2007,44,1,7,108,4,3,2,1,1,,,,,,,2008-09-02 09:52:20,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
164362091010661,122556707010661,,2007,44,1,7,126,1,1,,1,1,,,0,0,0.0,,2008-09-02 09:52:20,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
164362092010661,122556707010661,,2007,44,1,7,126,2,2,,2,2,,,,,,,2008-09-02 09:52:20,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
164362093010661,122556707010661,,2007,44,1,7,126,3,1,,1,1,,,0,0,0.0,,2008-09-02 09:52:20,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
164362094010661,122556707010661,,2007,44,1,7,126,4,2,,2,2,,,,,,,2008-09-02 09:52:20,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
164361940010661,122556733010661,,2007,44,1,7,134,1,3,3,1,1,,,,,,,2008-09-02 09:52:20,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
164361941010661,122556733010661,,2007,44,1,7,134,2,3,3,1,1,,,,,,,2008-09-02 09:52:20,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
164361942010661,122556733010661,,2007,44,1,7,134,3,1,,2,2,,,0,0,0.0,,2008-09-02 09:52:20,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
164361943010661,122556733010661,,2007,44,1,7,134,4,2,,3,3,,,,,,,2008-09-02 09:52:20,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
164362554010661,122556759010661,,2007,44,1,7,141,1,2,,1,1,,,,,,,2008-09-02 09:52:21,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
164362555010661,122556759010661,,2007,44,1,7,141,2,2,,1,1,,,,,,,2008-09-02 09:52:21,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
164362556010661,122556759010661,,2007,44,1,7,141,3,2,,1,1,,,,,,,2008-09-02 09:52:21,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
164362557010661,122556759010661,,2007,44,1,7,141,4,2,,1,1,,,,,,,2008-09-02 09:52:21,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
164361842010661,122556701010661,,2007,44,1,7,177,1,2,,1,1,,,,,,,2008-09-02 09:52:19,2019-07-18 09:38:35,5,5,,,,,,2,,,,,,,,,,,,,,,,,,,
164361843010661,122556701010661,,2007,44,1,7,177,2,2,,1,1,,,,,,,2008-09-02 09:52:19,2019-07-18 09:38:35,5,5,,,,,,2,,,,,,,,,,,,,,,,,,,
164361844010661,122556701010661,,2007,44,1,7,177,3,1,,2,2,,,11,114,0.0,,2008-09-02 09:52:19,2019-07-18 09:38:35,5,5,,,,,,2,,,,,,,,,,,,,,,,,,,
164361845010661,122556701010661,,2007,44,1,7,177,4,2,,1,1,,,,,,,2008-09-02 09:52:19,2019-07-18 09:38:35,5,5,,,,,,2,,,,,,,,,,,,,,,,,,,
164362486010661,122556787010661,,2007,44,1,7,189,1,3,2,1,1,,,,,,,2008-09-02 09:52:20,2019-07-18 09:38:35,5,5,,,,,,3,10,,,,,,,,,,,,,,,,,,
164362487010661,122556787010661,,2007,44,1,7,189,2,3,2,1,1,,,,,,,2008-09-02 09:52:20,2019-07-18 09:38:35,5,5,,,,,,3,10,,,,,,,,,,,,,,,,,,
164362488010661,122556787010661,,2007,44,1,7,189,3,3,2,1,1,,,,,,,2008-09-02 09:52:20,2019-07-18 09:38:35,5,5,,,,,,3,10,,,,,,,,,,,,,,,,,,
164362489010661,122556787010661,,2007,44,1,7,189,4,3,2,1,1,,,,,,,2008-09-02 09:52:20,2019-07-18 09:38:35,5,5,,,,,,3,10,,,,,,,,,,,,,,,,,,
164362372010661,122556751010661,,2007,44,1,7,214,1,1,,1,1,,,6,53,0.0,,2008-09-02 09:52:20,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
164362373010661,122556751010661,,2007,44,1,7,214,2,1,,1,1,,,7,45,0.0,,2008-09-02 09:52:20,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
164362374010661,122556751010661,,2007,44,1,7,214,3,1,,1,1,,,6,30,0.0,,2008-09-02 09:52:20,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
164362375010661,122556751010661,,2007,44,1,7,214,4,1,,1,1,,,0,0,0.0,,2008-09-02 09:52:20,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
164361890010661,122556673010661,,2007,44,1,7,216,1,2,,1,1,,,,,,,2008-09-02 09:52:19,2019-07-18 09:38:35,5,5,,,,,,2,,,,,,,,,,,,,,,,,,,
164361891010661,122556673010661,,2007,44,1,7,216,2,2,,1,1,,,,,,,2008-09-02 09:52:19,2019-07-18 09:38:35,5,5,,,,,,2,,,,,,,,,,,,,,,,,,,
164361892010661,122556673010661,,2007,44,1,7,216,3,1,,2,2,,,23,263,0.0,,2008-09-02 09:52:19,2019-07-18 09:38:35,5,5,,,,,,2,,,,,,,,,,,,,,,,,,,
164362131010661,122556721010661,,2007,44,1,7,217,3,1,,1,1,,,0,0,0.0,,2008-09-02 09:52:20,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
164361893010661,122556673010661,,2007,44,1,7,216,4,2,,1,1,,,,,,,2008-09-02 09:52:19,2019-07-18 09:38:35,5,5,,,,,,2,,,,,,,,,,,,,,,,,,,
164362129010661,122556721010661,,2007,44,1,7,217,1,1,,1,1,,,0,0,0.1,,2008-09-02 09:52:20,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
164362130010661,122556721010661,,2007,44,1,7,217,2,1,,1,1,,,8,215,0.0,,2008-09-02 09:52:20,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
164362132010661,122556721010661,,2007,44,1,7,217,4,1,,1,1,,,5,90,0.0,,2008-09-02 09:52:20,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
164361980010661,122556711010661,,2007,44,1,7,219,1,1,,1,1,,,20,12,0.1,,2008-09-02 09:52:20,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
164361981010661,122556711010661,,2007,44,1,7,219,2,1,,1,1,,,20,13,0.1,,2008-09-02 09:52:20,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
164361982010661,122556711010661,,2007,44,1,7,219,3,1,,1,1,,,20,20,0.1,,2008-09-02 09:52:20,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
164361983010661,122556711010661,,2007,44,1,7,219,4,1,,1,1,,,20,335,0.1,,2008-09-02 09:52:20,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
164362272010661,122556763010661,,2007,44,1,7,236,1,1,,1,1,,,9,335,0.0,,2008-09-02 09:52:20,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
164362273010661,122556763010661,,2007,44,1,7,236,2,1,,1,1,,,0,0,0.0,,2008-09-02 09:52:20,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
164362274010661,122556763010661,,2007,44,1,7,236,3,1,,1,1,,,14,85,0.0,,2008-09-02 09:52:20,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
164362275010661,122556763010661,,2007,44,1,7,236,4,1,,1,1,,,17,318,0.0,,2008-09-02 09:52:20,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
164362496010661,122556755010661,,2007,44,1,7,246,1,2,,1,1,,,,,,,2008-09-02 09:52:20,2019-07-18 09:38:35,5,5,,,,,,2,,,,,,,,,,,,,,,,,,,
164362497010661,122556755010661,,2007,44,1,7,246,2,2,,1,1,,,,,,,2008-09-02 09:52:20,2019-07-18 09:38:35,5,5,,,,,,2,,,,,,,,,,,,,,,,,,,
164362498010661,122556755010661,,2007,44,1,7,246,3,2,,1,1,,,,,,,2008-09-02 09:52:20,2019-07-18 09:38:35,5,5,,,,,,2,,,,,,,,,,,,,,,,,,,
164362499010661,122556755010661,,2007,44,1,7,246,4,2,,1,1,,,,,,,2008-09-02 09:52:20,2019-07-18 09:38:35,5,5,,,,,,2,,,,,,,,,,,,,,,,,,,
164361970010661,122556723010661,,2007,44,1,7,293,1,2,,1,1,,,,,,,2008-09-02 09:52:20,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
164361971010661,122556723010661,,2007,44,1,7,293,2,2,,1,1,,,,,,,2008-09-02 09:52:20,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
164361972010661,122556723010661,,2007,44,1,7,293,3,2,,1,1,,,,,,,2008-09-02 09:52:20,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
164361973010661,122556723010661,,2007,44,1,7,293,4,2,,1,1,,,,,,,2008-09-02 09:52:20,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
164362506010661,122556757010661,,2007,44,1,7,298,1,1,,1,1,,,0,0,0.0,,2008-09-02 09:52:21,2019-07-18 09:38:35,5,5,,,,,,1,,,,,,,,,,,,,,,,,,,
