CN,PLT_CN,INVYR,STATECD,UNITCD,COUNTYCD,PLOT,SUBP,CONDID,CREATED_DATE,MODIFIED_DATE,MICRCOND_PROP,SUBPCOND_PROP,MACRCOND_PROP,NONFR_INCL_PCT_SUBP,NONFR_INCL_PCT_MACRO,CYCLE,SUBCYCLE
74340629010538,74340611010538,2006,44,1,9,200,4,1,2007-08-09 08:14:56,2025-03-20 06:45:58,1.0,1.0,,,,5,4
74340414010538,74340397010538,2006,44,1,9,256,1,1,2007-08-09 08:14:49,2025-03-20 06:45:58,1.0,1.0,,,,5,4
74340415010538,74340397010538,2006,44,1,9,256,2,1,2007-08-09 08:14:49,2025-03-20 06:45:58,1.0,1.0,,,,5,4
74341049010538,74341037010538,2006,44,1,9,285,2,1,2007-08-09 08:15:02,2025-03-20 06:45:58,1.0,1.0,,,,5,4
74340416010538,74340397010538,2006,44,1,9,256,3,2,2007-08-09 08:14:49,2025-03-20 06:45:58,1.0,1.0,,,,5,4
74340417010538,74340397010538,2006,44,1,9,256,4,1,2007-08-09 08:14:49,2025-03-20 06:45:58,1.0,1.0,,,,5,4
74341048010538,74341037010538,2006,44,1,9,285,1,1,2007-08-09 08:15:02,2025-03-20 06:45:58,1.0,1.0,,,,5,4
74341050010538,74341037010538,2006,44,1,9,285,3,1,2007-08-09 08:15:02,2025-03-20 06:45:58,1.0,1.0,,,,5,4
74341051010538,74341037010538,2006,44,1,9,285,4,1,2007-08-09 08:15:02,2025-03-20 06:45:58,1.0,1.0,,,,5,4
74340713010538,74340699010538,2006,44,1,9,297,1,1,2007-08-09 08:14:58,2025-03-20 06:45:57,1.0,1.0,,,,5,4
74340714010538,74340699010538,2006,44,1,9,297,2,1,2007-08-09 08:14:58,2025-03-20 06:45:57,1.0,1.0,,,,5,4
74340715010538,74340699010538,2006,44,1,9,297,3,1,2007-08-09 08:14:58,2025-03-20 06:45:57,1.0,1.0,,,,5,4
74340716010538,74340699010538,2006,44,1,9,297,4,1,2007-08-09 08:14:58,2025-03-20 06:45:57,1.0,1.0,,,,5,4
74341096010538,74341085010538,2006,44,1,9,299,1,1,2007-08-09 08:15:02,2025-03-20 06:45:58,1.0,1.0,,,,5,4
74341097010538,74341085010538,2006,44,1,9,299,2,1,2007-08-09 08:15:02,2025-03-20 06:45:58,1.0,1.0,,,,5,4
74341098010538,74341085010538,2006,44,1,9,299,3,1,2007-08-09 08:15:02,2025-03-20 06:45:58,1.0,1.0,,,,5,4
74341099010538,74341085010538,2006,44,1,9,299,4,1,2007-08-09 08:15:02,2025-03-20 06:45:58,1.0,1.0,,,,5,4
74341064010538,74341053010538,2006,44,1,9,304,1,1,2007-08-09 08:15:02,2025-03-20 06:45:57,1.0,1.0,,,,5,4
74341065010538,74341053010538,2006,44,1,9,304,2,1,2007-08-09 08:15:02,2025-03-20 06:45:57,1.0,1.0,,,,5,4
74341066010538,74341053010538,2006,44,1,9,304,3,1,2007-08-09 08:15:02,2025-03-20 06:45:57,1.0,1.0,,,,5,4
74341067010538,74341053010538,2006,44,1,9,304,4,1,2007-08-09 08:15:02,2025-03-20 06:45:57,1.0,1.0,,,,5,4
164361312010661,122556669010661,2007,44,1,1,91,1,1,2008-09-02 09:52:16,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164361313010661,122556669010661,2007,44,1,1,91,2,1,2008-09-02 09:52:16,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164361314010661,122556669010661,2007,44,1,1,91,3,1,2008-09-02 09:52:16,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164361315010661,122556669010661,2007,44,1,1,91,4,1,2008-09-02 09:52:16,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164361368010661,122556747010661,2007,44,1,1,277,1,1,2008-09-02 09:52:18,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164361369010661,122556747010661,2007,44,1,1,277,2,1,2008-09-02 09:52:18,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164361370010661,122556747010661,2007,44,1,1,277,3,1,2008-09-02 09:52:18,2025-03-20 06:47:22,0.0,0.183192,,,,5,5
164361371010661,122556747010661,2007,44,1,1,277,3,2,2008-09-02 09:52:18,2025-03-20 06:47:22,1.0,0.816808,,,,5,5
164361372010661,122556747010661,2007,44,1,1,277,4,1,2008-09-02 09:52:18,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164361563010661,122556749010661,2007,44,1,3,18,1,1,2008-09-02 09:52:19,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164361564010661,122556749010661,2007,44,1,3,18,2,1,2008-09-02 09:52:19,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164361565010661,122556749010661,2007,44,1,3,18,3,1,2008-09-02 09:52:19,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164361566010661,122556749010661,2007,44,1,3,18,4,1,2008-09-02 09:52:19,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164361404010661,122556679010661,2007,44,1,3,23,1,1,2008-09-02 09:52:18,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164361405010661,122556679010661,2007,44,1,3,23,2,1,2008-09-02 09:52:18,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164361406010661,122556679010661,2007,44,1,3,23,3,1,2008-09-02 09:52:18,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164361407010661,122556679010661,2007,44,1,3,23,4,1,2008-09-02 09:52:18,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164361443010661,122556717010661,2007,44,1,3,138,1,1,2008-09-02 09:52:18,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164361444010661,122556717010661,2007,44,1,3,138,2,1,2008-09-02 09:52:18,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164361445010661,122556717010661,2007,44,1,3,138,3,1,2008-09-02 09:52:18,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164361446010661,122556717010661,2007,44,1,3,138,4,1,2008-09-02 09:52:18,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164361505010661,122556685010661,2007,44,1,3,158,1,1,2008-09-02 09:52:19,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164361506010661,122556685010661,2007,44,1,3,158,2,2,2008-09-02 09:52:19,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164361507010661,122556685010661,2007,44,1,3,158,3,1,2008-09-02 09:52:19,2025-03-20 06:47:22,0.0,0.114616,,,,5,5
164361508010661,122556685010661,2007,44,1,3,158,3,2,2008-09-02 09:52:19,2025-03-20 06:47:22,1.0,0.885384,,,,5,5
164361509010661,122556685010661,2007,44,1,3,158,4,1,2008-09-02 09:52:19,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164361631010661,122556779010661,2007,44,1,3,166,1,1,2008-09-02 09:52:19,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164361632010661,122556779010661,2007,44,1,3,166,2,1,2008-09-02 09:52:19,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164361633010661,122556779010661,2007,44,1,3,166,3,1,2008-09-02 09:52:19,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164361634010661,122556779010661,2007,44,1,3,166,4,1,2008-09-02 09:52:19,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164361673010661,122556781010661,2007,44,1,3,176,1,1,2008-09-02 09:52:19,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164361674010661,122556781010661,2007,44,1,3,176,2,1,2008-09-02 09:52:19,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164361675010661,122556781010661,2007,44,1,3,176,3,1,2008-09-02 09:52:19,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164361676010661,122556781010661,2007,44,1,3,176,4,1,2008-09-02 09:52:19,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164361553010661,122556783010661,2007,44,1,3,179,1,1,2008-09-02 09:52:19,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164361554010661,122556783010661,2007,44,1,3,179,2,1,2008-09-02 09:52:19,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164361555010661,122556783010661,2007,44,1,3,179,3,1,2008-09-02 09:52:19,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164361556010661,122556783010661,2007,44,1,3,179,4,1,2008-09-02 09:52:19,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164361414010661,122556737010661,2007,44,1,3,184,1,1,2008-09-02 09:52:18,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164361415010661,122556737010661,2007,44,1,3,184,2,1,2008-09-02 09:52:18,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164361416010661,122556737010661,2007,44,1,3,184,3,1,2008-09-02 09:52:18,2025-03-20 06:47:22,0.0,0.199689,,,,5,5
164361417010661,122556737010661,2007,44,1,3,184,3,2,2008-09-02 09:52:18,2025-03-20 06:47:22,1.0,0.800311,,,,5,5
164361418010661,122556737010661,2007,44,1,3,184,4,1,2008-09-02 09:52:18,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164361621010661,122556785010661,2007,44,1,3,195,1,1,2008-09-02 09:52:19,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164361622010661,122556785010661,2007,44,1,3,195,2,1,2008-09-02 09:52:19,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164361623010661,122556785010661,2007,44,1,3,195,3,1,2008-09-02 09:52:19,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164361624010661,122556785010661,2007,44,1,3,195,4,1,2008-09-02 09:52:19,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164361543010661,122556715010661,2007,44,1,3,231,1,1,2008-09-02 09:52:19,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164361544010661,122556715010661,2007,44,1,3,231,2,1,2008-09-02 09:52:19,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164361545010661,122556715010661,2007,44,1,3,231,3,1,2008-09-02 09:52:19,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164361546010661,122556715010661,2007,44,1,3,231,4,1,2008-09-02 09:52:19,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164361433010661,122556709010661,2007,44,1,3,233,1,1,2008-09-02 09:52:18,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164361434010661,122556709010661,2007,44,1,3,233,2,1,2008-09-02 09:52:18,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164361435010661,122556709010661,2007,44,1,3,233,3,1,2008-09-02 09:52:18,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164361436010661,122556709010661,2007,44,1,3,233,4,1,2008-09-02 09:52:18,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164361683010661,122556799010661,2007,44,1,3,325,1,1,2008-09-02 09:52:19,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164361684010661,122556799010661,2007,44,1,3,325,2,1,2008-09-02 09:52:19,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164361685010661,122556799010661,2007,44,1,3,325,3,1,2008-09-02 09:52:19,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164361686010661,122556799010661,2007,44,1,3,325,4,1,2008-09-02 09:52:19,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164361692010661,122556675010661,2007,44,1,3,327,1,1,2008-09-02 09:52:19,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164361693010661,122556675010661,2007,44,1,3,327,2,1,2008-09-02 09:52:19,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164361694010661,122556675010661,2007,44,1,3,327,3,1,2008-09-02 09:52:19,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164361695010661,122556675010661,2007,44,1,3,327,4,1,2008-09-02 09:52:19,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164361738010661,122556769010661,2007,44,1,5,44,1,1,2008-09-02 09:52:19,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164361739010661,122556769010661,2007,44,1,5,44,2,1,2008-09-02 09:52:19,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164361740010661,122556769010661,2007,44,1,5,44,3,1,2008-09-02 09:52:19,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164361741010661,122556769010661,2007,44,1,5,44,4,1,2008-09-02 09:52:19,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164361727010661,122556663010661,2007,44,1,5,287,1,1,2008-09-02 09:52:19,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164361728010661,122556663010661,2007,44,1,5,287,2,1,2008-09-02 09:52:19,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164361729010661,122556663010661,2007,44,1,5,287,3,1,2008-09-02 09:52:19,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164361730010661,122556663010661,2007,44,1,5,287,4,1,2008-09-02 09:52:19,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164361702010661,122556731010661,2007,44,1,5,313,1,1,2008-09-02 09:52:19,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164361703010661,122556731010661,2007,44,1,5,313,2,2,2008-09-02 09:52:19,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164361704010661,122556731010661,2007,44,1,5,313,3,1,2008-09-02 09:52:19,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164361705010661,122556731010661,2007,44,1,5,313,4,1,2008-09-02 09:52:19,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164361809010661,122556807010661,2007,44,1,5,317,1,1,2008-09-02 09:52:19,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164361810010661,122556807010661,2007,44,1,5,317,2,1,2008-09-02 09:52:19,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164361811010661,122556807010661,2007,44,1,5,317,3,1,2008-09-02 09:52:19,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164361812010661,122556807010661,2007,44,1,5,317,4,1,2008-09-02 09:52:19,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164361836010661,122556667010661,2007,44,1,5,329,1,1,2008-09-02 09:52:19,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164361837010661,122556667010661,2007,44,1,5,329,2,1,2008-09-02 09:52:19,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164361838010661,122556667010661,2007,44,1,5,329,3,1,2008-09-02 09:52:19,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164361839010661,122556667010661,2007,44,1,5,329,4,1,2008-09-02 09:52:19,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164361818010661,122556795010661,2007,44,1,5,331,1,1,2008-09-02 09:52:19,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164361819010661,122556795010661,2007,44,1,5,331,2,1,2008-09-02 09:52:19,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164361820010661,122556795010661,2007,44,1,5,331,3,1,2008-09-02 09:52:19,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164361821010661,122556795010661,2007,44,1,5,331,4,1,2008-09-02 09:52:19,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164361827010661,122556793010661,2007,44,1,5,349,1,1,2008-09-02 09:52:19,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164361828010661,122556793010661,2007,44,1,5,349,2,1,2008-09-02 09:52:19,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164361829010661,122556793010661,2007,44,1,5,349,3,1,2008-09-02 09:52:19,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164361830010661,122556793010661,2007,44,1,5,349,4,1,2008-09-02 09:52:19,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164361800010661,122556665010661,2007,44,1,5,353,1,1,2008-09-02 09:52:19,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164361801010661,122556665010661,2007,44,1,5,353,2,1,2008-09-02 09:52:19,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164361802010661,122556665010661,2007,44,1,5,353,3,1,2008-09-02 09:52:19,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164361803010661,122556665010661,2007,44,1,5,353,4,1,2008-09-02 09:52:19,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164361791010661,122556805010661,2007,44,1,5,354,1,1,2008-09-02 09:52:19,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164361792010661,122556805010661,2007,44,1,5,354,2,1,2008-09-02 09:52:19,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164361793010661,122556805010661,2007,44,1,5,354,3,1,2008-09-02 09:52:19,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164361794010661,122556805010661,2007,44,1,5,354,4,1,2008-09-02 09:52:19,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164361965010661,122556671010661,2007,44,1,7,2,1,1,2008-09-02 09:52:20,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164361966010661,122556671010661,2007,44,1,7,2,2,1,2008-09-02 09:52:20,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164361967010661,122556671010661,2007,44,1,7,2,3,1,2008-09-02 09:52:20,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164361968010661,122556671010661,2007,44,1,7,2,4,1,2008-09-02 09:52:20,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164362426010661,122556753010661,2007,44,1,7,22,1,1,2008-09-02 09:52:20,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164362427010661,122556753010661,2007,44,1,7,22,2,1,2008-09-02 09:52:20,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164362428010661,122556753010661,2007,44,1,7,22,3,1,2008-09-02 09:52:20,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164362330010661,122556789010661,2007,44,1,7,34,3,1,2008-09-02 09:52:20,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164362429010661,122556753010661,2007,44,1,7,22,4,1,2008-09-02 09:52:20,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164362328010661,122556789010661,2007,44,1,7,34,1,1,2008-09-02 09:52:20,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164362329010661,122556789010661,2007,44,1,7,34,2,1,2008-09-02 09:52:20,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164362331010661,122556789010661,2007,44,1,7,34,4,1,2008-09-02 09:52:20,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164362567010661,122556741010661,2007,44,1,7,70,1,1,2008-09-02 09:52:21,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164362568010661,122556741010661,2007,44,1,7,70,2,1,2008-09-02 09:52:21,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164362569010661,122556741010661,2007,44,1,7,70,3,1,2008-09-02 09:52:21,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164362570010661,122556741010661,2007,44,1,7,70,4,1,2008-09-02 09:52:21,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164362577010661,122556743010661,2007,44,1,7,76,1,1,2008-09-02 09:52:21,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164362578010661,122556743010661,2007,44,1,7,76,2,1,2008-09-02 09:52:21,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164362579010661,122556743010661,2007,44,1,7,76,3,1,2008-09-02 09:52:21,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164362580010661,122556743010661,2007,44,1,7,76,4,2,2008-09-02 09:52:21,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164362028010661,122556713010661,2007,44,1,7,82,1,1,2008-09-02 09:52:20,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164362029010661,122556713010661,2007,44,1,7,82,2,1,2008-09-02 09:52:20,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164362030010661,122556713010661,2007,44,1,7,82,3,1,2008-09-02 09:52:20,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164362031010661,122556713010661,2007,44,1,7,82,4,1,2008-09-02 09:52:20,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164362205010661,122556761010661,2007,44,1,7,83,1,1,2008-09-02 09:52:20,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164362206010661,122556761010661,2007,44,1,7,83,2,1,2008-09-02 09:52:20,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164362207010661,122556761010661,2007,44,1,7,83,3,1,2008-09-02 09:52:20,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164362208010661,122556761010661,2007,44,1,7,83,4,1,2008-09-02 09:52:20,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164362600010661,122556745010661,2007,44,1,7,88,1,1,2008-09-02 09:52:21,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164362601010661,122556745010661,2007,44,1,7,88,2,1,2008-09-02 09:52:21,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164362602010661,122556745010661,2007,44,1,7,88,3,1,2008-09-02 09:52:21,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164362603010661,122556745010661,2007,44,1,7,88,4,1,2008-09-02 09:52:21,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164362195010661,122556727010661,2007,44,1,7,95,1,1,2008-09-02 09:52:20,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164362196010661,122556727010661,2007,44,1,7,95,2,1,2008-09-02 09:52:20,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164362197010661,122556727010661,2007,44,1,7,95,3,1,2008-09-02 09:52:20,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164362198010661,122556727010661,2007,44,1,7,95,4,1,2008-09-02 09:52:20,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164362039010661,122556705010661,2007,44,1,7,99,1,1,2008-09-02 09:52:20,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164362040010661,122556705010661,2007,44,1,7,99,2,1,2008-09-02 09:52:20,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164362041010661,122556705010661,2007,44,1,7,99,3,1,2008-09-02 09:52:20,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164362042010661,122556705010661,2007,44,1,7,99,4,1,2008-09-02 09:52:20,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164361912010661,122556703010661,2007,44,1,7,108,1,1,2008-09-02 09:52:20,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164361913010661,122556703010661,2007,44,1,7,108,2,1,2008-09-02 09:52:20,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164361914010661,122556703010661,2007,44,1,7,108,3,1,2008-09-02 09:52:20,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164361915010661,122556703010661,2007,44,1,7,108,4,1,2008-09-02 09:52:20,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164362095010661,122556707010661,2007,44,1,7,126,1,1,2008-09-02 09:52:20,2025-03-20 06:47:22,1.0,0.885881,,,,5,5
164362096010661,122556707010661,2007,44,1,7,126,1,2,2008-09-02 09:52:20,2025-03-20 06:47:22,0.0,0.114119,,,,5,5
164362097010661,122556707010661,2007,44,1,7,126,2,2,2008-09-02 09:52:20,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164362098010661,122556707010661,2007,44,1,7,126,3,1,2008-09-02 09:52:20,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164362099010661,122556707010661,2007,44,1,7,126,4,2,2008-09-02 09:52:20,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164361944010661,122556733010661,2007,44,1,7,134,1,1,2008-09-02 09:52:20,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164361945010661,122556733010661,2007,44,1,7,134,2,1,2008-09-02 09:52:20,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164361946010661,122556733010661,2007,44,1,7,134,3,2,2008-09-02 09:52:20,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164361947010661,122556733010661,2007,44,1,7,134,4,3,2008-09-02 09:52:20,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164362558010661,122556759010661,2007,44,1,7,141,1,1,2008-09-02 09:52:21,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164362559010661,122556759010661,2007,44,1,7,141,2,1,2008-09-02 09:52:21,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164362560010661,122556759010661,2007,44,1,7,141,3,1,2008-09-02 09:52:21,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164362561010661,122556759010661,2007,44,1,7,141,4,1,2008-09-02 09:52:21,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164361846010661,122556701010661,2007,44,1,7,177,1,1,2008-09-02 09:52:19,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164361847010661,122556701010661,2007,44,1,7,177,2,1,2008-09-02 09:52:19,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164361848010661,122556701010661,2007,44,1,7,177,3,2,2008-09-02 09:52:19,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164361849010661,122556701010661,2007,44,1,7,177,4,1,2008-09-02 09:52:19,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164362490010661,122556787010661,2007,44,1,7,189,1,1,2008-09-02 09:52:20,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164362491010661,122556787010661,2007,44,1,7,189,2,1,2008-09-02 09:52:20,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164362492010661,122556787010661,2007,44,1,7,189,3,1,2008-09-02 09:52:20,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164362493010661,122556787010661,2007,44,1,7,189,4,1,2008-09-02 09:52:20,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164362376010661,122556751010661,2007,44,1,7,214,1,1,2008-09-02 09:52:20,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164362377010661,122556751010661,2007,44,1,7,214,2,1,2008-09-02 09:52:20,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164362378010661,122556751010661,2007,44,1,7,214,3,1,2008-09-02 09:52:20,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164362379010661,122556751010661,2007,44,1,7,214,4,1,2008-09-02 09:52:20,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164361894010661,122556673010661,2007,44,1,7,216,1,1,2008-09-02 09:52:19,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164361895010661,122556673010661,2007,44,1,7,216,2,1,2008-09-02 09:52:19,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164361896010661,122556673010661,2007,44,1,7,216,3,2,2008-09-02 09:52:19,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164361897010661,122556673010661,2007,44,1,7,216,4,1,2008-09-02 09:52:19,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164362133010661,122556721010661,2007,44,1,7,217,1,1,2008-09-02 09:52:20,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164362134010661,122556721010661,2007,44,1,7,217,2,1,2008-09-02 09:52:20,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164362135010661,122556721010661,2007,44,1,7,217,3,1,2008-09-02 09:52:20,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164362136010661,122556721010661,2007,44,1,7,217,4,1,2008-09-02 09:52:20,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164361984010661,122556711010661,2007,44,1,7,219,1,1,2008-09-02 09:52:20,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164361985010661,122556711010661,2007,44,1,7,219,2,1,2008-09-02 09:52:20,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164361986010661,122556711010661,2007,44,1,7,219,3,1,2008-09-02 09:52:20,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164361987010661,122556711010661,2007,44,1,7,219,4,1,2008-09-02 09:52:20,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164362276010661,122556763010661,2007,44,1,7,236,1,1,2008-09-02 09:52:20,2025-03-20 06:47:22,1.0,1.0,,,,5,5
164362277010661,122556763010661,2007,44,1,7,236,2,1,2008-09-02 09:52:20,2025-03-20 06:47:22,1.0,1.0,,,,5,5
